client_id,produit,revenus_annuels,cout_gestion_annuel,profit_annuel
CLI_0509,Crédit Immobilier,2834.68,355.58,2479.1
CLI_0509,Assurance Auto,342.13,80.25,261.87
CLI_0510,Compte Courant,44.98,21.75,23.23
CLI_0510,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0510,Compte Épargne,146.82,22.88,123.94
CLI_0510,Crédit Consommation,1085.72,114.1,971.61
CLI_0510,Assurance Auto,436.55,92.8,343.74
CLI_0511,Compte Courant,46.71,22.23,24.47
CLI_0511,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0511,Compte Épargne,88.17,26.38,61.79
CLI_0511,Livret A,71.17,5.0,66.17
CLI_0511,Crédit Consommation,498.09,101.63,396.46
CLI_0511,Assurance Habitation,153.9,60.53,93.37
CLI_0512,Compte Courant,45.56,20.39,25.17
CLI_0512,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0512,Compte Épargne,75.44,21.45,54.0
CLI_0512,Livret A,64.68,5.0,59.68
CLI_0512,Crédit Immobilier,4152.91,599.35,3553.56
CLI_0512,Assurance Auto,560.01,115.56,444.45
CLI_0513,Compte Courant,53.95,21.16,32.79
CLI_0513,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0513,Livret A,27.71,5.0,22.71
CLI_0513,Crédit Consommation,860.08,86.71,773.37
CLI_0513,Assurance Habitation,371.32,74.09,297.23
CLI_0513,Assurance Auto,478.99,63.13,415.85
CLI_0514,Compte Courant,46.03,18.01,28.01
CLI_0514,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0514,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0514,Compte Épargne,78.5,27.79,50.7
CLI_0514,Assurance Vie,200.38,96.67,103.72
CLI_0514,Crédit Immobilier,3202.98,558.94,2644.04
CLI_0515,Compte Courant,43.46,18.64,24.82
CLI_0515,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0515,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0515,Compte Épargne,149.47,31.42,118.05
CLI_0515,Assurance Vie,483.57,99.59,383.97
CLI_0515,Assurance Habitation,352.3,67.03,285.26
CLI_0516,Compte Courant,41.67,22.56,19.12
CLI_0516,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0516,Compte Épargne,57.3,37.3,19.99
CLI_0516,Livret A,45.81,5.0,40.81
CLI_0516,Assurance Habitation,295.32,87.87,207.45
CLI_0516,Assurance Auto,306.42,113.42,193.0
CLI_0517,Compte Courant,59.38,19.94,39.43
CLI_0517,Compte Épargne,143.69,20.02,123.67
CLI_0517,Assurance Habitation,373.56,65.55,308.01
CLI_0518,Compte Courant,39.34,17.28,22.06
CLI_0518,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0518,Compte Épargne,81.7,24.27,57.43
CLI_0518,Crédit Immobilier,4670.54,569.71,4100.83
CLI_0519,Compte Courant,33.07,16.43,16.64
CLI_0519,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0519,Compte Épargne,136.2,27.98,108.22
CLI_0519,Assurance Auto,267.71,90.64,177.07
CLI_0520,Compte Courant,42.5,17.19,25.31
CLI_0520,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0520,Compte Épargne,122.08,32.63,89.45
CLI_0520,Livret A,25.98,5.0,20.98
CLI_0520,Crédit Immobilier,4738.85,467.54,4271.31
CLI_0520,Crédit Consommation,525.18,104.76,420.43
CLI_0520,Assurance Auto,254.38,85.48,168.9
CLI_0521,Compte Courant,34.07,19.16,14.91
CLI_0521,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0521,Compte Épargne,64.88,33.14,31.74
CLI_0521,Crédit Immobilier,4248.35,464.86,3783.49
CLI_0522,Compte Courant,50.4,24.38,26.02
CLI_0522,Compte Épargne,113.84,27.28,86.55
CLI_0522,Livret A,46.97,5.0,41.97
CLI_0522,Assurance Vie,716.32,63.07,653.24
CLI_0522,Crédit Consommation,593.16,149.27,443.89
CLI_0522,Assurance Habitation,319.1,88.17,230.92
CLI_0523,Compte Courant,39.55,16.46,23.09
CLI_0523,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0523,Livret A,77.29,5.0,72.29
CLI_0523,Crédit Consommation,368.75,91.5,277.26
CLI_0523,Assurance Habitation,273.74,90.96,182.77
CLI_0524,Compte Courant,53.24,24.38,28.86
CLI_0524,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0524,Compte Épargne,64.16,27.51,36.65
CLI_0524,Assurance Vie,369.29,136.09,233.2
CLI_0524,Assurance Auto,395.34,61.61,333.73
CLI_0525,Compte Courant,51.24,18.89,32.35
CLI_0525,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0525,Compte Épargne,103.11,37.88,65.24
CLI_0526,Compte Courant,37.7,17.4,20.3
CLI_0526,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0526,Compte Épargne,76.32,26.76,49.56
CLI_0526,Livret A,26.44,5.0,21.44
CLI_0526,Assurance Habitation,324.3,60.37,263.93
CLI_0526,Assurance Auto,570.46,72.94,497.52
CLI_0527,Compte Courant,37.67,17.97,19.7
CLI_0527,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0527,Compte Épargne,126.85,28.55,98.3
CLI_0528,Compte Courant,54.58,22.85,31.73
CLI_0528,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0528,Compte Épargne,142.95,35.13,107.82
CLI_0528,Crédit Immobilier,1681.69,551.18,1130.5
CLI_0529,Compte Courant,58.14,24.94,33.21
CLI_0529,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0529,Assurance Auto,250.11,96.8,153.31
CLI_0530,Compte Courant,35.98,17.63,18.36
CLI_0530,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0530,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0530,Compte Épargne,124.56,39.55,85.01
CLI_0530,Assurance Vie,556.91,135.06,421.85
CLI_0530,Assurance Habitation,152.22,51.83,100.39
CLI_0531,Compte Courant,47.9,18.89,29.01
CLI_0531,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0532,Compte Courant,56.69,18.02,38.67
CLI_0532,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0532,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0532,Compte Épargne,93.21,30.56,62.65
CLI_0532,Assurance Vie,363.82,140.85,222.97
CLI_0532,Assurance Auto,385.81,85.45,300.36
CLI_0533,Compte Courant,55.49,18.12,37.37
CLI_0533,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0533,Compte Épargne,131.75,22.45,109.3
CLI_0533,Livret A,30.97,5.0,25.97
CLI_0533,Assurance Habitation,387.71,92.12,295.59
CLI_0534,Compte Courant,41.64,21.38,20.25
CLI_0534,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0534,Livret A,76.58,5.0,71.58
CLI_0534,Assurance Auto,284.74,63.54,221.2
CLI_0535,Compte Courant,46.12,16.43,29.7
CLI_0535,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0535,Compte Épargne,68.73,37.83,30.9
CLI_0535,Crédit Immobilier,1525.91,545.05,980.87
CLI_0536,Compte Courant,45.51,20.59,24.92
CLI_0536,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0536,Crédit Immobilier,3851.19,429.43,3421.75
CLI_0536,Assurance Habitation,178.9,55.14,123.76
CLI_0537,Compte Courant,52.63,17.21,35.42
CLI_0537,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0537,Livret A,21.69,5.0,16.69
CLI_0537,Assurance Vie,787.77,148.04,639.73
CLI_0537,Assurance Habitation,244.54,51.28,193.26
CLI_0537,Assurance Auto,490.91,109.86,381.05
CLI_0538,Compte Courant,33.75,16.35,17.4
CLI_0538,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0538,Crédit Consommation,1040.0,190.63,849.37
CLI_0538,Assurance Habitation,347.69,60.04,287.65
CLI_0539,Compte Courant,42.35,21.01,21.34
CLI_0539,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0539,Livret A,29.62,5.0,24.62
CLI_0539,Assurance Vie,326.36,78.29,248.07
CLI_0539,Crédit Immobilier,3283.3,453.24,2830.05
CLI_0539,Assurance Habitation,353.57,87.65,265.92
CLI_0540,Compte Courant,57.41,23.33,34.08
CLI_0540,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0540,Crédit Immobilier,2388.57,399.39,1989.18
CLI_0540,Assurance Habitation,275.11,50.71,224.39
CLI_0541,Compte Courant,57.12,15.44,41.67
CLI_0541,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0541,Compte Épargne,82.24,31.38,50.86
CLI_0541,Assurance Vie,510.7,115.45,395.26
CLI_0541,Crédit Immobilier,3346.32,368.7,2977.62
CLI_0541,Assurance Habitation,200.27,95.36,104.91
CLI_0541,Assurance Auto,305.59,76.86,228.73
CLI_0542,Compte Courant,42.39,16.39,25.99
CLI_0542,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0542,Compte Épargne,100.73,33.3,67.43
CLI_0542,Crédit Consommation,1007.4,165.37,842.03
CLI_0543,Compte Courant,34.43,19.56,14.87
CLI_0543,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0543,Compte Épargne,53.86,20.36,33.5
CLI_0543,Crédit Immobilier,3040.46,375.89,2664.57
CLI_0543,Assurance Habitation,320.84,86.21,234.63
CLI_0544,Compte Courant,56.86,22.61,34.26
CLI_0544,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0544,Compte Épargne,54.82,27.43,27.39
CLI_0544,Assurance Vie,363.81,88.61,275.2
CLI_0544,Assurance Habitation,190.02,54.89,135.13
CLI_0544,Assurance Auto,408.39,103.22,305.17
CLI_0545,Compte Courant,51.06,19.51,31.55
CLI_0545,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0545,Compte Épargne,102.23,30.33,71.9
CLI_0545,Livret A,61.49,5.0,56.49
CLI_0545,Crédit Immobilier,1667.74,512.97,1154.77
CLI_0545,Assurance Habitation,295.55,59.91,235.64
CLI_0545,Assurance Auto,219.62,66.51,153.11
CLI_0546,Compte Courant,45.74,22.58,23.16
CLI_0546,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0546,Assurance Habitation,233.66,68.96,164.71
CLI_0546,Assurance Auto,573.66,72.78,500.88
CLI_0547,Compte Courant,33.11,18.43,14.68
CLI_0547,Compte Épargne,124.59,32.52,92.07
CLI_0548,Compte Courant,42.47,24.65,17.83
CLI_0548,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0548,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0548,Compte Épargne,123.5,21.24,102.26
CLI_0548,Assurance Vie,646.78,52.4,594.38
CLI_0549,Compte Courant,49.51,17.1,32.4
CLI_0549,Livret A,61.79,5.0,56.79
CLI_0549,Assurance Vie,385.87,137.3,248.57
CLI_0549,Crédit Immobilier,2679.2,485.91,2193.29
CLI_0549,Assurance Auto,314.37,115.03,199.34
CLI_0550,Compte Courant,53.43,17.43,36.0
CLI_0550,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0550,Compte Épargne,144.88,27.14,117.74
CLI_0550,Livret A,59.11,5.0,54.11
CLI_0550,Assurance Vie,645.71,52.29,593.42
CLI_0550,Assurance Habitation,389.74,67.22,322.52
CLI_0550,Assurance Auto,275.91,111.04,164.87
CLI_0551,Compte Courant,51.09,15.87,35.22
CLI_0551,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0551,Livret A,27.02,5.0,22.02
CLI_0551,Crédit Consommation,943.67,88.97,854.7
CLI_0552,Compte Courant,57.52,22.42,35.1
CLI_0552,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0552,Compte Épargne,83.55,27.26,56.29
CLI_0552,Livret A,50.39,5.0,45.39
CLI_0552,Crédit Consommation,624.87,174.02,450.86
CLI_0552,Assurance Auto,589.89,95.07,494.82
CLI_0553,Compte Courant,43.38,17.23,26.15
CLI_0553,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0553,Compte Épargne,115.34,33.71,81.63
CLI_0553,Livret A,61.11,5.0,56.11
CLI_0553,Assurance Habitation,156.75,94.96,61.79
CLI_0553,Assurance Auto,335.24,104.65,230.59
CLI_0554,Compte Courant,52.79,21.51,31.29
CLI_0554,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0554,Crédit Consommation,655.38,153.01,502.37
CLI_0554,Assurance Habitation,160.05,88.09,71.95
CLI_0554,Assurance Auto,239.84,83.81,156.03
CLI_0555,Compte Courant,33.11,23.37,9.74
CLI_0555,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0555,Livret A,53.02,5.0,48.02
CLI_0555,Assurance Vie,614.57,118.26,496.31
CLI_0556,Compte Courant,55.25,16.33,38.92
CLI_0556,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0556,Compte Épargne,115.97,31.5,84.47
CLI_0556,Crédit Consommation,327.81,104.17,223.64
CLI_0556,Assurance Habitation,216.89,53.63,163.27
CLI_0556,Assurance Auto,341.89,61.63,280.26
CLI_0557,Compte Courant,46.6,17.12,29.48
CLI_0557,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0557,Livret A,37.22,5.0,32.22
CLI_0557,Assurance Auto,564.19,90.17,474.02
CLI_0558,Compte Courant,38.07,20.98,17.09
CLI_0558,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0558,Assurance Auto,280.67,64.46,216.2
CLI_0559,Compte Courant,30.63,24.52,6.11
CLI_0559,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0559,Crédit Consommation,952.15,175.99,776.16
CLI_0559,Assurance Habitation,395.23,96.58,298.65
CLI_0559,Assurance Auto,494.77,101.64,393.13
CLI_0560,Compte Courant,40.11,16.04,24.07
CLI_0560,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0560,Livret A,54.42,5.0,49.42
CLI_0560,Assurance Habitation,294.06,97.61,196.45
CLI_0561,Compte Courant,43.28,21.91,21.37
CLI_0561,Compte Épargne,107.5,23.54,83.96
CLI_0561,Livret A,55.52,5.0,50.52
CLI_0561,Assurance Vie,524.07,99.39,424.68
CLI_0561,Assurance Habitation,278.36,58.2,220.16
CLI_0562,Compte Courant,43.9,21.06,22.85
CLI_0562,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0562,Compte Épargne,98.94,29.77,69.17
CLI_0562,Livret A,24.65,5.0,19.65
CLI_0562,Crédit Immobilier,2167.71,396.29,1771.42
CLI_0562,Assurance Auto,367.74,95.64,272.1
CLI_0563,Compte Courant,55.9,16.59,39.31
CLI_0563,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0563,Compte Épargne,51.51,28.98,22.52
CLI_0564,Compte Courant,42.96,20.52,22.44
CLI_0564,Assurance Vie,699.93,130.24,569.7
CLI_0565,Compte Courant,33.0,24.34,8.66
CLI_0565,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0565,Compte Épargne,61.04,32.69,28.35
CLI_0565,Livret A,60.34,5.0,55.34
CLI_0566,Compte Courant,50.4,17.65,32.74
CLI_0566,Compte Épargne,83.03,30.97,52.06
CLI_0566,Livret A,31.98,5.0,26.98
CLI_0566,Assurance Auto,208.12,93.73,114.4
CLI_0567,Compte Courant,43.96,21.57,22.39
CLI_0567,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0567,Compte Épargne,64.67,36.82,27.85
CLI_0567,Crédit Immobilier,2011.78,567.4,1444.37
CLI_0567,Assurance Habitation,262.38,77.49,184.89
CLI_0568,Compte Courant,56.9,18.0,38.9
CLI_0568,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0568,Compte Épargne,68.18,28.92,39.27
CLI_0568,Crédit Immobilier,2355.29,458.35,1896.93
CLI_0568,Crédit Consommation,547.73,183.74,363.99
CLI_0568,Assurance Auto,442.93,60.01,382.92
CLI_0569,Compte Courant,54.16,18.3,35.86
CLI_0569,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0569,Compte Épargne,82.02,27.66,54.36
CLI_0569,Assurance Habitation,307.57,72.1,235.46
CLI_0570,Compte Courant,48.86,16.47,32.39
CLI_0570,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0570,Compte Épargne,147.02,34.59,112.42
CLI_0570,Assurance Habitation,212.55,86.21,126.34
CLI_0570,Assurance Auto,430.01,66.55,363.46
CLI_0571,Compte Courant,35.35,15.41,19.93
CLI_0571,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0571,Compte Épargne,130.92,31.03,99.89
CLI_0571,Crédit Consommation,585.07,95.16,489.91
CLI_0571,Assurance Auto,393.62,91.52,302.1
CLI_0572,Compte Courant,51.06,24.7,26.36
CLI_0572,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0572,Assurance Vie,460.97,90.6,370.36
CLI_0573,Compte Courant,41.1,23.27,17.83
CLI_0573,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0573,Compte Épargne,65.63,26.88,38.76
CLI_0573,Livret A,63.5,5.0,58.5
CLI_0573,Assurance Vie,209.42,78.94,130.48
CLI_0573,Crédit Consommation,877.3,102.31,774.99
CLI_0573,Assurance Habitation,225.68,74.3,151.38
CLI_0573,Assurance Auto,368.81,66.36,302.45
CLI_0574,Compte Courant,58.15,15.44,42.7
CLI_0574,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0574,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0574,Assurance Vie,649.85,57.14,592.7
CLI_0574,Assurance Auto,386.92,70.52,316.39
CLI_0575,Compte Courant,34.23,16.26,17.97
CLI_0575,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0575,Compte Épargne,95.28,30.31,64.97
CLI_0575,Livret A,28.0,5.0,23.0
CLI_0575,Assurance Vie,787.64,75.78,711.86
CLI_0575,Assurance Auto,383.54,72.98,310.56
CLI_0576,Compte Courant,44.82,22.56,22.26
CLI_0576,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0576,Compte Épargne,102.11,25.71,76.4
CLI_0576,Assurance Vie,349.04,125.89,223.14
CLI_0577,Compte Courant,33.55,18.7,14.85
CLI_0577,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0577,Compte Épargne,65.15,25.16,39.99
CLI_0577,Livret A,29.16,5.0,24.16
CLI_0577,Assurance Auto,554.71,103.91,450.79
CLI_0578,Compte Courant,46.83,17.24,29.58
CLI_0578,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0578,Compte Épargne,101.02,30.42,70.61
CLI_0578,Livret A,55.42,5.0,50.42
CLI_0578,Assurance Auto,224.03,118.37,105.66
CLI_0579,Compte Courant,43.96,24.27,19.7
CLI_0579,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0579,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0579,Compte Épargne,50.98,24.95,26.03
CLI_0579,Crédit Immobilier,1863.98,530.88,1333.1
CLI_0579,Crédit Consommation,588.11,180.86,407.25
CLI_0580,Compte Courant,54.97,21.68,33.29
CLI_0580,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0580,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0580,Crédit Immobilier,3830.24,510.05,3320.19
CLI_0580,Crédit Consommation,906.39,126.43,779.96
CLI_0581,Compte Courant,50.48,23.97,26.51
CLI_0581,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0581,Compte Épargne,83.26,38.9,44.36
CLI_0581,Livret A,20.81,5.0,15.81
CLI_0581,Crédit Immobilier,2721.79,339.63,2382.16
CLI_0581,Assurance Habitation,181.65,90.77,90.88
CLI_0581,Assurance Auto,567.35,106.67,460.68
CLI_0582,Compte Courant,59.3,17.16,42.14
CLI_0582,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0582,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0582,Compte Épargne,64.08,30.41,33.67
CLI_0582,Assurance Vie,697.42,53.98,643.44
CLI_0582,Assurance Habitation,398.89,80.11,318.78
CLI_0582,Assurance Auto,591.58,81.9,509.67
CLI_0583,Compte Courant,43.74,22.52,21.22
CLI_0583,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0583,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0583,Compte Épargne,129.27,24.66,104.61
CLI_0583,Assurance Vie,757.88,136.74,621.14
CLI_0583,Assurance Habitation,154.55,56.43,98.12
CLI_0583,Assurance Auto,398.44,87.66,310.78
CLI_0584,Compte Courant,51.25,15.9,35.35
CLI_0584,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0584,Compte Épargne,114.49,32.33,82.16
CLI_0584,Assurance Vie,340.17,104.24,235.93
CLI_0585,Compte Courant,36.67,16.47,20.2
CLI_0585,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0585,Compte Épargne,107.31,39.55,67.76
CLI_0586,Compte Courant,37.11,18.55,18.55
CLI_0586,Crédit Immobilier,2398.01,379.94,2018.07
CLI_0586,Assurance Habitation,251.05,85.09,165.96
CLI_0587,Compte Courant,31.16,24.57,6.59
CLI_0587,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0587,Compte Épargne,54.63,37.63,17.0
CLI_0587,Livret A,73.66,5.0,68.66
CLI_0587,Assurance Habitation,281.12,56.85,224.27
CLI_0588,Compte Courant,46.95,21.29,25.67
CLI_0588,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0588,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0588,Compte Épargne,135.78,31.02,104.76
CLI_0588,Livret A,44.64,5.0,39.64
CLI_0588,Crédit Immobilier,4434.02,594.29,3839.73
CLI_0588,Assurance Habitation,311.28,93.72,217.56
CLI_0588,Assurance Auto,439.49,101.39,338.11
CLI_0589,Compte Courant,50.65,22.05,28.6
CLI_0589,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0589,Compte Épargne,82.1,31.51,50.59
CLI_0589,Livret A,55.65,5.0,50.65
CLI_0589,Crédit Consommation,583.56,121.98,461.58
CLI_0589,Assurance Habitation,340.56,79.14,261.43
CLI_0589,Assurance Auto,259.68,110.26,149.43
CLI_0590,Compte Courant,56.49,19.66,36.83
CLI_0590,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0590,Crédit Immobilier,2231.18,584.28,1646.89
CLI_0590,Assurance Auto,552.91,74.66,478.24
CLI_0591,Compte Courant,32.87,19.41,13.46
CLI_0591,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0591,Compte Épargne,117.64,23.51,94.13
CLI_0591,Livret A,50.79,5.0,45.79
CLI_0591,Crédit Immobilier,2988.95,567.17,2421.79
CLI_0592,Compte Courant,42.89,20.34,22.55
CLI_0592,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0592,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0592,Compte Épargne,145.53,25.99,119.53
CLI_0592,Livret A,37.34,5.0,32.34
CLI_0592,Assurance Vie,679.76,77.75,602.0
CLI_0592,Assurance Habitation,357.97,54.78,303.19
CLI_0593,Compte Courant,33.34,24.01,9.32
CLI_0593,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0593,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0593,Compte Épargne,104.08,34.38,69.7
CLI_0593,Assurance Vie,335.17,66.63,268.55
CLI_0594,Compte Courant,55.05,18.59,36.46
CLI_0594,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0594,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0594,Compte Épargne,95.5,20.56,74.94
CLI_0594,Livret A,43.15,5.0,38.15
CLI_0594,Assurance Vie,662.26,132.13,530.14
CLI_0594,Crédit Immobilier,3945.64,507.65,3437.99
CLI_0594,Assurance Auto,402.5,92.3,310.2
CLI_0595,Compte Courant,52.28,17.47,34.81
CLI_0595,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0595,Livret A,33.89,5.0,28.89
CLI_0595,Assurance Vie,769.95,52.77,717.19
CLI_0595,Assurance Auto,255.79,94.22,161.57
CLI_0596,Compte Courant,52.14,20.38,31.76
CLI_0596,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0596,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0596,Compte Épargne,85.51,39.56,45.95
CLI_0596,Assurance Vie,622.31,133.14,489.17
CLI_0596,Assurance Habitation,160.06,61.8,98.27
CLI_0597,Compte Courant,41.23,16.83,24.4
CLI_0597,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0597,Assurance Vie,243.74,72.51,171.23
CLI_0597,Assurance Auto,413.45,101.74,311.71
CLI_0598,Compte Courant,53.22,15.43,37.79
CLI_0598,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0598,Livret A,45.68,5.0,40.68
CLI_0598,Assurance Vie,273.33,93.12,180.21
CLI_0598,Crédit Immobilier,3018.92,449.46,2569.45
CLI_0598,Assurance Habitation,373.21,90.25,282.95
CLI_0598,Assurance Auto,454.69,113.12,341.56
CLI_0599,Compte Courant,50.35,23.19,27.17
CLI_0599,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0599,Crédit Immobilier,3473.22,457.57,3015.66
CLI_0599,Assurance Auto,489.64,61.18,428.46
CLI_0600,Compte Courant,50.71,24.35,26.37
CLI_0600,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0600,Compte Épargne,121.39,20.74,100.66
CLI_0600,Assurance Vie,426.73,130.96,295.77
CLI_0600,Crédit Consommation,1162.75,124.42,1038.33
CLI_0600,Assurance Auto,536.48,111.83,424.65
CLI_0601,Compte Courant,33.7,23.46,10.24
CLI_0601,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0601,Compte Épargne,82.42,31.86,50.56
CLI_0601,Assurance Habitation,284.74,83.15,201.59
CLI_0602,Compte Courant,52.21,19.41,32.81
CLI_0602,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0602,Compte Épargne,138.83,36.19,102.64
CLI_0602,Livret A,67.13,5.0,62.13
CLI_0603,Compte Courant,43.75,15.38,28.37
CLI_0603,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0603,Livret A,49.54,5.0,44.54
CLI_0603,Assurance Habitation,374.61,59.52,315.09
CLI_0604,Compte Courant,59.48,23.08,36.4
CLI_0604,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0604,Livret A,62.59,5.0,57.59
CLI_0604,Assurance Habitation,319.29,79.35,239.94
CLI_0604,Assurance Auto,488.27,85.31,402.95
CLI_0605,Compte Courant,55.36,21.96,33.4
CLI_0605,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0605,Assurance Vie,662.75,129.25,533.5
CLI_0605,Assurance Auto,236.83,63.34,173.49
CLI_0606,Compte Courant,54.03,17.59,36.44
CLI_0606,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0606,Compte Épargne,108.2,28.87,79.32
CLI_0606,Crédit Immobilier,1577.14,312.08,1265.05
CLI_0607,Compte Courant,54.81,21.08,33.74
CLI_0607,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0607,Compte Épargne,102.38,38.89,63.5
CLI_0607,Assurance Vie,303.87,75.8,228.07
CLI_0607,Crédit Immobilier,4148.59,532.57,3616.02
CLI_0607,Assurance Habitation,251.22,97.55,153.68
CLI_0607,Assurance Auto,575.3,60.74,514.56
CLI_0608,Compte Courant,35.17,23.2,11.97
CLI_0608,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0608,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0608,Compte Épargne,83.52,21.91,61.61
CLI_0608,Livret A,67.1,5.0,62.1
CLI_0608,Assurance Vie,472.75,99.24,373.51
CLI_0608,Assurance Habitation,196.59,83.04,113.55
CLI_0609,Compte Courant,46.54,17.07,29.47
CLI_0609,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0609,Crédit Consommation,606.3,151.63,454.67
CLI_0610,Compte Courant,57.75,24.2,33.54
CLI_0610,Carte Bancaire Standard,45.0,10.0,35.0
