transaction_id,client_id,date_transaction,type_transaction,montant,frais_generes
TRX_002522,CLI_0478,2024-11-30,Retrait DAB,155.35,1.5
TRX_002523,CLI_0479,2025-07-15,Dépôt,275.04,0.0
TRX_002524,CLI_0479,2025-10-19,Paiement carte,402.75,0.81
TRX_002525,CLI_0480,2022-01-29,Prélèvement,450.69,0.0
TRX_002526,CLI_0480,2024-10-20,Retrait DAB,84.32,1.5
TRX_002527,CLI_0481,2024-06-03,Dépôt,1724.74,0.0
TRX_002528,CLI_0481,2025-10-23,Virement reçu,3181.48,0.0
TRX_002529,CLI_0481,2024-06-08,Paiement carte,383.8,0.77
TRX_002530,CLI_0482,2025-11-28,Retrait DAB,84.67,1.5
TRX_002531,CLI_0482,2024-02-23,Dépôt,1613.73,0.0
TRX_002532,CLI_0482,2023-12-02,Dépôt,1710.4,0.0
TRX_002533,CLI_0482,2025-04-29,Paiement carte,246.7,0.49
TRX_002534,CLI_0482,2024-04-02,Chèque,474.46,0.3
TRX_002535,CLI_0482,2024-09-20,Virement,4891.48,1.0
TRX_002536,CLI_0482,2024-12-06,Dépôt,441.1,0.0
TRX_002537,CLI_0483,2026-02-25,Virement,3277.43,1.0
TRX_002538,CLI_0483,2020-09-23,Virement reçu,1960.04,0.0
TRX_002539,CLI_0483,2023-11-12,Chèque,779.55,0.3
TRX_002540,CLI_0483,2022-09-27,Virement,3394.4,1.0
TRX_002541,CLI_0484,2024-11-01,Chèque,188.99,0.3
TRX_002542,CLI_0484,2023-06-06,Prélèvement,821.57,0.0
TRX_002543,CLI_0484,2025-09-04,Virement reçu,4343.51,0.0
TRX_002544,CLI_0484,2025-06-19,Virement reçu,943.63,0.0
TRX_002545,CLI_0484,2025-01-14,Virement reçu,4267.51,0.0
TRX_002546,CLI_0484,2025-05-26,Paiement carte,440.15,0.88
TRX_002547,CLI_0484,2025-05-24,Paiement carte,279.22,0.56
TRX_002548,CLI_0484,2024-06-09,Virement reçu,3315.28,0.0
TRX_002549,CLI_0484,2024-03-24,Paiement carte,197.3,0.39
TRX_002550,CLI_0485,2023-10-02,Prélèvement,713.17,0.0
TRX_002551,CLI_0486,2024-11-17,Paiement carte,167.08,0.33
TRX_002552,CLI_0486,2023-10-14,Chèque,184.17,0.3
TRX_002553,CLI_0487,2024-04-16,Prélèvement,200.98,0.0
TRX_002554,CLI_0487,2023-07-27,Chèque,148.11,0.3
TRX_002555,CLI_0487,2025-09-16,Prélèvement,473.41,0.0
TRX_002556,CLI_0487,2022-09-15,Virement,341.81,0.5
TRX_002557,CLI_0488,2024-04-02,Virement reçu,3854.89,0.0
TRX_002558,CLI_0488,2024-02-05,Prélèvement,523.05,0.0
TRX_002559,CLI_0488,2026-01-27,Paiement carte,161.92,0.32
TRX_002560,CLI_0488,2025-11-23,Paiement carte,407.86,0.82
TRX_002561,CLI_0489,2025-10-18,Virement,2734.65,1.0
TRX_002562,CLI_0490,2023-04-14,Virement reçu,454.71,0.0
TRX_002563,CLI_0490,2024-11-04,Chèque,361.33,0.3
TRX_002564,CLI_0490,2025-01-25,Chèque,894.01,0.3
TRX_002565,CLI_0490,2025-11-25,Paiement carte,82.04,0.16
TRX_002566,CLI_0491,2024-11-08,Prélèvement,974.7,0.0
TRX_002567,CLI_0491,2023-11-28,Dépôt,1591.61,0.0
TRX_002568,CLI_0491,2023-09-27,Dépôt,523.74,0.0
TRX_002569,CLI_0492,2024-10-10,Paiement carte,228.92,0.46
TRX_002570,CLI_0492,2024-03-30,Prélèvement,56.74,0.0
TRX_002571,CLI_0492,2023-04-18,Paiement carte,411.51,0.82
TRX_002572,CLI_0493,2024-12-11,Virement,1534.78,1.0
TRX_002573,CLI_0493,2024-10-17,Paiement carte,193.8,0.39
TRX_002574,CLI_0493,2025-08-26,Prélèvement,533.49,0.0
TRX_002575,CLI_0493,2025-07-19,Dépôt,672.14,0.0
TRX_002576,CLI_0493,2023-01-24,Paiement carte,484.79,0.97
TRX_002577,CLI_0493,2024-08-13,Dépôt,1869.5,0.0
TRX_002578,CLI_0494,2024-09-16,Virement,1560.94,1.0
TRX_002579,CLI_0494,2022-11-12,Dépôt,296.61,0.0
TRX_002580,CLI_0494,2025-05-12,Virement reçu,4228.52,0.0
TRX_002581,CLI_0495,2025-10-18,Virement,4267.1,1.0
TRX_002582,CLI_0495,2025-12-11,Paiement carte,213.02,0.43
TRX_002583,CLI_0496,2021-03-10,Prélèvement,121.85,0.0
TRX_002584,CLI_0496,2023-06-05,Paiement carte,292.76,0.59
TRX_002585,CLI_0496,2026-02-02,Virement,3248.88,1.0
TRX_002586,CLI_0496,2026-02-28,Dépôt,1707.19,0.0
TRX_002587,CLI_0496,2021-04-14,Prélèvement,327.89,0.0
TRX_002588,CLI_0497,2025-05-15,Virement reçu,1832.52,0.0
TRX_002589,CLI_0497,2026-02-15,Virement reçu,749.1,0.0
TRX_002590,CLI_0497,2025-12-02,Virement,3394.18,1.0
TRX_002591,CLI_0497,2025-12-18,Virement reçu,2592.59,0.0
TRX_002592,CLI_0497,2025-07-23,Chèque,749.01,0.3
TRX_002593,CLI_0497,2025-09-02,Retrait DAB,118.75,1.5
TRX_002594,CLI_0497,2025-10-06,Virement,1695.94,1.0
TRX_002595,CLI_0497,2025-01-03,Dépôt,971.52,0.0
TRX_002596,CLI_0497,2024-01-29,Paiement carte,439.93,0.88
TRX_002597,CLI_0497,2025-04-26,Dépôt,128.55,0.0
TRX_002598,CLI_0498,2025-06-14,Dépôt,356.87,0.0
TRX_002599,CLI_0498,2025-01-24,Paiement carte,25.22,0.05
TRX_002600,CLI_0498,2025-02-15,Chèque,952.21,0.3
TRX_002601,CLI_0498,2024-12-17,Retrait DAB,87.4,1.5
TRX_002602,CLI_0498,2024-08-09,Virement,1275.75,1.0
TRX_002603,CLI_0498,2026-01-31,Dépôt,212.59,0.0
TRX_002604,CLI_0498,2024-12-27,Virement reçu,4649.69,0.0
TRX_002605,CLI_0498,2025-09-19,Retrait DAB,182.33,1.5
TRX_002606,CLI_0498,2024-04-22,Virement reçu,3368.48,0.0
TRX_002607,CLI_0499,2025-11-26,Dépôt,1426.23,0.0
TRX_002608,CLI_0499,2025-06-23,Dépôt,1650.64,0.0
TRX_002609,CLI_0499,2025-04-24,Virement reçu,1258.08,0.0
TRX_002610,CLI_0500,2023-02-02,Chèque,268.1,0.3
TRX_002611,CLI_0500,2025-08-03,Dépôt,1670.93,0.0
TRX_002612,CLI_0500,2021-08-09,Retrait DAB,234.7,1.5
TRX_002613,CLI_0500,2024-03-03,Virement,1818.15,1.0
TRX_002614,CLI_0500,2022-03-01,Dépôt,784.78,0.0
TRX_002615,CLI_0500,2021-11-19,Chèque,580.2,0.3
TRX_002616,CLI_0500,2025-11-06,Retrait DAB,20.07,1.5
TRX_002617,CLI_0500,2022-11-13,Prélèvement,279.18,0.0
TRX_002618,CLI_0500,2024-11-27,Retrait DAB,78.3,1.5
TRX_002619,CLI_0500,2022-12-30,Chèque,325.43,0.3
TRX_002620,CLI_0501,2022-05-29,Virement,917.14,0.5
TRX_002621,CLI_0501,2025-02-14,Virement,3072.64,1.0
TRX_002622,CLI_0501,2024-05-08,Prélèvement,723.67,0.0
TRX_002623,CLI_0501,2026-01-25,Dépôt,91.06,0.0
TRX_002624,CLI_0501,2025-02-09,Prélèvement,84.6,0.0
TRX_002625,CLI_0501,2024-08-29,Paiement carte,452.25,0.9
TRX_002626,CLI_0501,2023-01-15,Chèque,165.98,0.3
TRX_002627,CLI_0501,2021-12-13,Retrait DAB,270.37,1.5
TRX_002628,CLI_0501,2025-05-09,Virement reçu,1218.01,0.0
TRX_002629,CLI_0501,2022-04-16,Paiement carte,372.61,0.75
TRX_002630,CLI_0501,2021-12-24,Chèque,378.76,0.3
TRX_002631,CLI_0502,2023-09-11,Chèque,813.4,0.3
TRX_002632,CLI_0502,2020-12-02,Retrait DAB,189.06,1.5
TRX_002633,CLI_0502,2021-03-17,Prélèvement,518.67,0.0
TRX_002634,CLI_0502,2024-01-28,Chèque,136.06,0.3
TRX_002635,CLI_0503,2023-11-24,Chèque,445.13,0.3
TRX_002636,CLI_0503,2024-11-08,Chèque,237.01,0.3
TRX_002637,CLI_0503,2024-08-15,Chèque,700.04,0.3
TRX_002638,CLI_0503,2024-07-16,Prélèvement,320.07,0.0
TRX_002639,CLI_0503,2025-04-26,Paiement carte,297.03,0.59
TRX_002640,CLI_0504,2024-12-06,Prélèvement,481.5,0.0
TRX_002641,CLI_0505,2025-11-06,Virement,4984.36,1.0
TRX_002642,CLI_0505,2025-09-26,Chèque,238.32,0.3
TRX_002643,CLI_0505,2025-07-12,Virement,4328.52,1.0
TRX_002644,CLI_0506,2025-12-14,Paiement carte,394.15,0.79
TRX_002645,CLI_0506,2026-01-13,Paiement carte,203.46,0.41
TRX_002646,CLI_0506,2025-12-31,Paiement carte,326.56,0.65
TRX_002647,CLI_0506,2026-02-26,Chèque,235.55,0.3
TRX_002648,CLI_0506,2026-01-30,Prélèvement,936.02,0.0
TRX_002649,CLI_0506,2026-01-10,Virement reçu,1976.99,0.0
TRX_002650,CLI_0506,2026-02-21,Paiement carte,367.47,0.73
TRX_002651,CLI_0506,2026-01-22,Retrait DAB,25.7,1.5
TRX_002652,CLI_0506,2025-12-11,Dépôt,450.11,0.0
TRX_002653,CLI_0506,2026-01-17,Virement,2486.7,1.0
TRX_002654,CLI_0507,2025-05-31,Chèque,846.49,0.3
TRX_002655,CLI_0507,2025-11-11,Paiement carte,158.31,0.32
TRX_002656,CLI_0507,2025-06-28,Dépôt,962.11,0.0
TRX_002657,CLI_0507,2024-09-20,Virement,1436.69,1.0
TRX_002658,CLI_0507,2026-02-04,Virement reçu,2371.4,0.0
TRX_002659,CLI_0507,2025-08-06,Chèque,899.05,0.3
TRX_002660,CLI_0507,2025-10-25,Dépôt,937.49,0.0
TRX_002661,CLI_0507,2025-05-15,Retrait DAB,175.66,1.5
TRX_002662,CLI_0507,2025-05-12,Retrait DAB,133.11,1.5
TRX_002663,CLI_0508,2024-11-12,Retrait DAB,284.13,1.5
TRX_002664,CLI_0508,2025-09-08,Paiement carte,264.91,0.53
TRX_002665,CLI_0508,2025-04-08,Virement reçu,3417.76,0.0
TRX_002666,CLI_0508,2025-02-19,Dépôt,1568.11,0.0
TRX_002667,CLI_0508,2025-07-15,Virement reçu,741.97,0.0
TRX_002668,CLI_0508,2025-02-04,Retrait DAB,188.27,1.5
TRX_002669,CLI_0508,2026-02-15,Virement,268.06,0.5
TRX_002670,CLI_0508,2024-08-12,Chèque,547.81,0.3
TRX_002671,CLI_0508,2024-10-12,Virement,858.73,0.5
TRX_002672,CLI_0508,2025-09-29,Virement,996.32,0.5
TRX_002673,CLI_0509,2023-10-09,Virement,165.71,0.5
TRX_002674,CLI_0509,2024-09-01,Paiement carte,19.53,0.04
TRX_002675,CLI_0510,2023-05-17,Prélèvement,528.51,0.0
TRX_002676,CLI_0510,2025-06-21,Retrait DAB,71.14,1.5
TRX_002677,CLI_0510,2022-10-25,Prélèvement,595.28,0.0
TRX_002678,CLI_0510,2021-08-05,Virement,3223.28,1.0
TRX_002679,CLI_0510,2024-11-16,Virement,2827.88,1.0
TRX_002680,CLI_0511,2023-09-18,Dépôt,67.55,0.0
TRX_002681,CLI_0511,2025-05-24,Chèque,332.03,0.3
TRX_002682,CLI_0512,2022-01-17,Dépôt,893.9,0.0
TRX_002683,CLI_0512,2024-05-28,Virement,2472.5,1.0
TRX_002684,CLI_0512,2024-10-19,Virement,3275.7,1.0
TRX_002685,CLI_0512,2021-04-24,Chèque,116.52,0.3
TRX_002686,CLI_0512,2024-03-21,Prélèvement,671.29,0.0
TRX_002687,CLI_0513,2025-07-28,Virement reçu,1618.25,0.0
TRX_002688,CLI_0513,2026-02-12,Virement reçu,520.39,0.0
TRX_002689,CLI_0513,2025-11-02,Chèque,181.84,0.3
TRX_002690,CLI_0513,2025-04-21,Virement,4623.8,1.0
TRX_002691,CLI_0513,2026-01-08,Prélèvement,704.82,0.0
TRX_002692,CLI_0513,2025-05-26,Retrait DAB,55.59,1.5
TRX_002693,CLI_0513,2025-09-13,Virement reçu,1847.94,0.0
TRX_002694,CLI_0514,2025-04-30,Virement reçu,4194.3,0.0
TRX_002695,CLI_0514,2025-11-10,Retrait DAB,32.23,1.5
TRX_002696,CLI_0514,2025-10-27,Virement reçu,1259.5,0.0
TRX_002697,CLI_0514,2026-02-27,Chèque,900.77,0.3
TRX_002698,CLI_0514,2025-09-04,Retrait DAB,22.57,1.5
TRX_002699,CLI_0514,2025-06-13,Chèque,281.26,0.3
TRX_002700,CLI_0515,2025-11-07,Retrait DAB,191.75,1.5
TRX_002701,CLI_0515,2025-11-04,Paiement carte,138.22,0.28
TRX_002702,CLI_0515,2026-01-27,Retrait DAB,38.76,1.5
TRX_002703,CLI_0515,2025-11-04,Retrait DAB,27.89,1.5
TRX_002704,CLI_0515,2025-12-26,Prélèvement,282.51,0.0
TRX_002705,CLI_0515,2026-02-09,Virement,4419.28,1.0
TRX_002706,CLI_0515,2026-02-22,Prélèvement,445.12,0.0
TRX_002707,CLI_0515,2026-01-28,Prélèvement,734.32,0.0
TRX_002708,CLI_0516,2025-09-02,Paiement carte,61.5,0.12
TRX_002709,CLI_0516,2024-03-02,Prélèvement,703.98,0.0
TRX_002710,CLI_0516,2025-05-18,Chèque,242.61,0.3
TRX_002711,CLI_0516,2025-01-26,Prélèvement,798.29,0.0
TRX_002712,CLI_0516,2025-08-01,Virement reçu,1624.08,0.0
TRX_002713,CLI_0516,2024-02-28,Paiement carte,170.18,0.34
TRX_002714,CLI_0516,2025-11-13,Retrait DAB,23.02,1.5
TRX_002715,CLI_0516,2024-02-25,Virement,3534.96,1.0
TRX_002716,CLI_0517,2021-11-05,Virement,4546.57,1.0
TRX_002717,CLI_0517,2024-08-22,Virement reçu,700.16,0.0
TRX_002718,CLI_0517,2022-11-04,Chèque,580.63,0.3
TRX_002719,CLI_0517,2023-12-09,Virement,4409.37,1.0
TRX_002720,CLI_0517,2024-03-24,Prélèvement,439.52,0.0
TRX_002721,CLI_0517,2025-02-05,Virement reçu,2461.78,0.0
TRX_002722,CLI_0517,2021-06-10,Virement,445.26,0.5
TRX_002723,CLI_0517,2025-03-01,Paiement carte,146.29,0.29
TRX_002724,CLI_0518,2023-07-14,Prélèvement,947.87,0.0
TRX_002725,CLI_0518,2025-12-18,Retrait DAB,99.15,1.5
TRX_002726,CLI_0518,2024-03-26,Dépôt,948.69,0.0
TRX_002727,CLI_0519,2021-06-19,Dépôt,1839.63,0.0
TRX_002728,CLI_0519,2025-05-31,Chèque,277.7,0.3
TRX_002729,CLI_0520,2025-07-16,Paiement carte,71.88,0.14
TRX_002730,CLI_0521,2025-12-10,Paiement carte,331.54,0.66
TRX_002731,CLI_0521,2026-02-23,Chèque,524.5,0.3
TRX_002732,CLI_0521,2025-09-07,Dépôt,1164.67,0.0
TRX_002733,CLI_0521,2025-10-17,Virement,327.37,0.5
TRX_002734,CLI_0522,2022-10-10,Virement reçu,3627.8,0.0
TRX_002735,CLI_0522,2025-03-16,Chèque,778.43,0.3
TRX_002736,CLI_0522,2023-04-28,Virement,1173.39,1.0
TRX_002737,CLI_0522,2023-10-19,Dépôt,913.93,0.0
TRX_002738,CLI_0522,2025-11-10,Retrait DAB,192.99,1.5
TRX_002739,CLI_0522,2022-06-27,Virement reçu,3872.87,0.0
TRX_002740,CLI_0522,2022-04-26,Paiement carte,60.94,0.12
TRX_002741,CLI_0522,2020-12-05,Virement reçu,4815.59,0.0
TRX_002742,CLI_0522,2025-12-29,Virement reçu,4462.08,0.0
TRX_002743,CLI_0522,2021-02-15,Retrait DAB,95.7,1.5
TRX_002744,CLI_0523,2024-05-21,Chèque,566.49,0.3
TRX_002745,CLI_0523,2023-04-19,Virement,2362.85,1.0
TRX_002746,CLI_0523,2026-02-08,Paiement carte,164.07,0.33
TRX_002747,CLI_0524,2026-01-05,Virement reçu,3711.61,0.0
TRX_002748,CLI_0524,2025-12-13,Prélèvement,116.6,0.0
TRX_002749,CLI_0524,2025-11-02,Paiement carte,433.63,0.87
TRX_002750,CLI_0524,2025-12-10,Retrait DAB,159.88,1.5
TRX_002751,CLI_0524,2026-01-30,Virement,2248.69,1.0
TRX_002752,CLI_0525,2025-04-01,Virement reçu,3158.54,0.0
TRX_002753,CLI_0525,2023-09-23,Paiement carte,74.7,0.15
TRX_002754,CLI_0525,2022-03-10,Virement reçu,3805.54,0.0
TRX_002755,CLI_0526,2024-08-20,Virement reçu,1284.65,0.0
TRX_002756,CLI_0526,2023-12-10,Prélèvement,508.86,0.0
TRX_002757,CLI_0527,2022-01-17,Prélèvement,409.43,0.0
TRX_002758,CLI_0527,2021-12-26,Virement reçu,3773.66,0.0
TRX_002759,CLI_0527,2025-03-03,Prélèvement,141.98,0.0
TRX_002760,CLI_0527,2024-08-02,Paiement carte,243.27,0.49
TRX_002761,CLI_0528,2022-03-03,Chèque,510.49,0.3
TRX_002762,CLI_0528,2024-11-05,Virement reçu,2049.09,0.0
TRX_002763,CLI_0528,2023-07-17,Paiement carte,169.11,0.34
TRX_002764,CLI_0528,2024-10-22,Chèque,983.3,0.3
TRX_002765,CLI_0528,2024-05-02,Virement,760.26,0.5
TRX_002766,CLI_0528,2022-01-08,Retrait DAB,108.15,1.5
TRX_002767,CLI_0528,2022-02-16,Retrait DAB,155.94,1.5
TRX_002768,CLI_0528,2025-11-09,Virement,2442.2,1.0
TRX_002769,CLI_0528,2024-02-02,Virement,2409.7,1.0
TRX_002770,CLI_0529,2024-03-17,Chèque,441.93,0.3
TRX_002771,CLI_0529,2025-06-13,Virement reçu,2559.48,0.0
TRX_002772,CLI_0529,2025-01-30,Paiement carte,306.48,0.61
TRX_002773,CLI_0530,2025-07-14,Prélèvement,157.4,0.0
TRX_002774,CLI_0530,2025-10-10,Prélèvement,769.55,0.0
TRX_002775,CLI_0530,2022-12-06,Virement,3811.99,1.0
TRX_002776,CLI_0530,2023-04-27,Paiement carte,406.79,0.81
TRX_002777,CLI_0531,2025-09-17,Virement,2754.63,1.0
TRX_002778,CLI_0531,2025-03-14,Dépôt,305.61,0.0
TRX_002779,CLI_0531,2024-01-03,Prélèvement,777.85,0.0
TRX_002780,CLI_0532,2026-01-23,Virement reçu,1398.94,0.0
TRX_002781,CLI_0532,2025-11-11,Virement,3698.12,1.0
TRX_002782,CLI_0532,2025-11-17,Virement reçu,3216.1,0.0
TRX_002783,CLI_0532,2025-11-01,Retrait DAB,265.0,1.5
TRX_002784,CLI_0532,2026-02-08,Chèque,174.46,0.3
TRX_002785,CLI_0532,2025-11-07,Paiement carte,458.39,0.92
TRX_002786,CLI_0532,2026-01-12,Prélèvement,328.68,0.0
TRX_002787,CLI_0532,2026-02-09,Dépôt,1006.85,0.0
TRX_002788,CLI_0532,2025-11-03,Chèque,494.75,0.3
TRX_002789,CLI_0533,2023-10-12,Virement,1977.51,1.0
TRX_002790,CLI_0533,2025-12-21,Dépôt,1599.59,0.0
TRX_002791,CLI_0533,2024-06-02,Virement,2335.95,1.0
TRX_002792,CLI_0533,2024-04-27,Paiement carte,93.68,0.19
TRX_002793,CLI_0534,2022-10-10,Chèque,558.2,0.3
TRX_002794,CLI_0534,2025-07-27,Virement reçu,822.52,0.0
TRX_002795,CLI_0534,2024-09-08,Paiement carte,309.71,0.62
TRX_002796,CLI_0534,2022-09-14,Virement,2872.16,1.0
TRX_002797,CLI_0534,2024-09-20,Dépôt,1443.67,0.0
TRX_002798,CLI_0535,2025-11-13,Prélèvement,60.77,0.0
TRX_002799,CLI_0535,2024-08-11,Chèque,593.77,0.3
TRX_002800,CLI_0535,2024-01-02,Chèque,976.05,0.3
TRX_002801,CLI_0535,2023-01-24,Dépôt,905.44,0.0
TRX_002802,CLI_0536,2023-03-05,Retrait DAB,270.62,1.5
TRX_002803,CLI_0536,2022-07-22,Virement,4863.06,1.0
TRX_002804,CLI_0536,2023-09-26,Prélèvement,866.36,0.0
TRX_002805,CLI_0536,2024-07-12,Prélèvement,154.52,0.0
TRX_002806,CLI_0536,2026-02-08,Retrait DAB,285.28,1.5
TRX_002807,CLI_0536,2025-04-21,Prélèvement,452.19,0.0
TRX_002808,CLI_0536,2024-08-29,Prélèvement,58.84,0.0
TRX_002809,CLI_0536,2025-06-18,Virement,2267.73,1.0
TRX_002810,CLI_0536,2022-12-13,Virement,325.74,0.5
TRX_002811,CLI_0536,2025-09-29,Dépôt,1110.56,0.0
TRX_002812,CLI_0536,2024-04-23,Chèque,404.7,0.3
TRX_002813,CLI_0537,2023-12-18,Virement,3104.53,1.0
TRX_002814,CLI_0537,2025-10-22,Virement,4357.13,1.0
TRX_002815,CLI_0537,2023-02-11,Virement,3343.32,1.0
TRX_002816,CLI_0537,2024-01-31,Virement,2226.84,1.0
TRX_002817,CLI_0537,2024-09-01,Paiement carte,411.52,0.82
TRX_002818,CLI_0537,2025-09-29,Virement reçu,4537.35,0.0
TRX_002819,CLI_0537,2023-10-15,Prélèvement,163.77,0.0
TRX_002820,CLI_0537,2023-11-18,Virement reçu,2706.47,0.0
TRX_002821,CLI_0537,2024-08-05,Dépôt,604.8,0.0
TRX_002822,CLI_0537,2025-08-08,Paiement carte,33.06,0.07
TRX_002823,CLI_0538,2022-09-28,Prélèvement,869.63,0.0
TRX_002824,CLI_0538,2024-10-28,Virement reçu,898.22,0.0
TRX_002825,CLI_0538,2021-08-12,Dépôt,1634.21,0.0
TRX_002826,CLI_0538,2022-05-30,Virement reçu,4281.64,0.0
TRX_002827,CLI_0538,2024-03-15,Dépôt,1832.96,0.0
TRX_002828,CLI_0538,2021-11-23,Virement reçu,1399.9,0.0
TRX_002829,CLI_0538,2026-01-13,Chèque,913.56,0.3
TRX_002830,CLI_0538,2023-02-02,Retrait DAB,109.79,1.5
TRX_002831,CLI_0539,2024-07-26,Virement,347.49,0.5
TRX_002832,CLI_0539,2024-12-16,Prélèvement,91.69,0.0
TRX_002833,CLI_0540,2026-01-18,Virement,2277.95,1.0
TRX_002834,CLI_0540,2026-01-06,Dépôt,549.77,0.0
TRX_002835,CLI_0540,2026-02-09,Chèque,271.37,0.3
TRX_002836,CLI_0540,2026-02-27,Prélèvement,686.46,0.0
TRX_002837,CLI_0540,2026-02-22,Chèque,100.36,0.3
TRX_002838,CLI_0540,2026-01-20,Retrait DAB,245.65,1.5
TRX_002839,CLI_0541,2021-05-05,Prélèvement,125.67,0.0
TRX_002840,CLI_0541,2021-09-04,Chèque,143.71,0.3
TRX_002841,CLI_0541,2021-11-18,Virement reçu,2294.97,0.0
TRX_002842,CLI_0541,2025-10-11,Paiement carte,228.36,0.46
TRX_002843,CLI_0541,2023-11-01,Prélèvement,900.86,0.0
TRX_002844,CLI_0541,2021-12-10,Virement reçu,718.15,0.0
TRX_002845,CLI_0541,2021-04-15,Virement,704.09,0.5
TRX_002846,CLI_0542,2026-02-01,Retrait DAB,28.33,1.5
TRX_002847,CLI_0542,2025-10-31,Prélèvement,118.15,0.0
TRX_002848,CLI_0542,2025-12-09,Retrait DAB,204.76,1.5
TRX_002849,CLI_0542,2025-11-13,Dépôt,891.59,0.0
TRX_002850,CLI_0542,2025-12-14,Virement,3841.66,1.0
TRX_002851,CLI_0542,2025-09-15,Virement reçu,4963.73,0.0
TRX_002852,CLI_0542,2025-09-02,Dépôt,1335.12,0.0
TRX_002853,CLI_0542,2025-10-04,Prélèvement,97.93,0.0
TRX_002854,CLI_0543,2022-01-19,Paiement carte,268.47,0.54
TRX_002855,CLI_0543,2024-10-10,Virement,4141.7,1.0
TRX_002856,CLI_0544,2022-02-15,Prélèvement,567.64,0.0
TRX_002857,CLI_0545,2025-12-18,Paiement carte,475.42,0.95
TRX_002858,CLI_0545,2025-03-29,Dépôt,1131.91,0.0
TRX_002859,CLI_0545,2023-09-30,Paiement carte,177.1,0.35
TRX_002860,CLI_0545,2023-01-13,Virement reçu,4813.14,0.0
TRX_002861,CLI_0545,2025-09-18,Retrait DAB,173.27,1.5
TRX_002862,CLI_0545,2023-03-18,Chèque,157.83,0.3
TRX_002863,CLI_0545,2022-07-15,Retrait DAB,199.98,1.5
TRX_002864,CLI_0545,2023-03-13,Virement,2979.66,1.0
TRX_002865,CLI_0545,2023-04-01,Virement reçu,4489.39,0.0
TRX_002866,CLI_0546,2024-12-09,Chèque,538.72,0.3
TRX_002867,CLI_0546,2024-05-05,Paiement carte,188.42,0.38
TRX_002868,CLI_0546,2024-05-26,Virement,3232.99,1.0
TRX_002869,CLI_0547,2025-09-28,Dépôt,889.12,0.0
TRX_002870,CLI_0548,2025-10-01,Virement,1930.35,1.0
TRX_002871,CLI_0548,2025-03-16,Prélèvement,686.47,0.0
TRX_002872,CLI_0548,2022-09-28,Dépôt,190.36,0.0
TRX_002873,CLI_0548,2025-06-02,Prélèvement,293.85,0.0
TRX_002874,CLI_0548,2024-08-29,Retrait DAB,219.89,1.5
TRX_002875,CLI_0549,2021-09-03,Paiement carte,396.75,0.79
TRX_002876,CLI_0549,2024-12-11,Prélèvement,79.65,0.0
TRX_002877,CLI_0549,2024-06-14,Retrait DAB,290.72,1.5
TRX_002878,CLI_0550,2023-07-14,Prélèvement,338.12,0.0
TRX_002879,CLI_0550,2024-04-10,Prélèvement,394.45,0.0
TRX_002880,CLI_0551,2023-02-23,Virement reçu,3375.67,0.0
TRX_002881,CLI_0551,2026-02-26,Virement,4865.87,1.0
TRX_002882,CLI_0551,2024-07-16,Prélèvement,626.49,0.0
TRX_002883,CLI_0551,2023-08-04,Chèque,207.93,0.3
TRX_002884,CLI_0551,2025-07-30,Paiement carte,167.16,0.33
TRX_002885,CLI_0551,2025-04-24,Prélèvement,874.26,0.0
TRX_002886,CLI_0551,2024-11-22,Prélèvement,270.94,0.0
TRX_002887,CLI_0552,2024-01-07,Dépôt,835.21,0.0
TRX_002888,CLI_0552,2023-03-30,Chèque,287.06,0.3
TRX_002889,CLI_0552,2025-12-09,Dépôt,1636.14,0.0
TRX_002890,CLI_0552,2023-04-26,Dépôt,1498.52,0.0
TRX_002891,CLI_0552,2025-06-18,Chèque,695.43,0.3
TRX_002892,CLI_0552,2023-08-26,Virement,1258.05,1.0
TRX_002893,CLI_0552,2024-09-02,Chèque,188.07,0.3
TRX_002894,CLI_0552,2025-04-15,Paiement carte,292.32,0.58
TRX_002895,CLI_0552,2023-07-30,Dépôt,1129.67,0.0
TRX_002896,CLI_0552,2025-01-06,Chèque,269.55,0.3
TRX_002897,CLI_0553,2025-12-19,Retrait DAB,165.18,1.5
TRX_002898,CLI_0553,2024-09-16,Virement reçu,1826.31,0.0
TRX_002899,CLI_0553,2025-11-14,Virement reçu,1246.88,0.0
TRX_002900,CLI_0553,2025-05-12,Prélèvement,97.29,0.0
TRX_002901,CLI_0554,2024-01-04,Paiement carte,330.58,0.66
TRX_002902,CLI_0554,2022-10-31,Dépôt,1090.55,0.0
TRX_002903,CLI_0554,2022-01-04,Dépôt,1890.88,0.0
TRX_002904,CLI_0554,2020-05-24,Paiement carte,204.18,0.41
TRX_002905,CLI_0554,2020-11-01,Virement,3499.93,1.0
TRX_002906,CLI_0555,2025-11-29,Virement reçu,2611.62,0.0
TRX_002907,CLI_0556,2026-01-27,Virement,2329.26,1.0
TRX_002908,CLI_0556,2025-08-19,Dépôt,968.03,0.0
TRX_002909,CLI_0556,2025-06-16,Paiement carte,356.25,0.71
TRX_002910,CLI_0556,2023-10-18,Paiement carte,470.91,0.94
TRX_002911,CLI_0557,2024-10-10,Prélèvement,663.47,0.0
TRX_002912,CLI_0557,2023-08-15,Dépôt,76.36,0.0
TRX_002913,CLI_0557,2025-07-01,Virement,894.64,0.5
TRX_002914,CLI_0557,2025-04-30,Virement reçu,4926.08,0.0
