client_id,cout_acquisition,anciennete_mois,revenus_transactions,revenus_annuels,cout_gestion_annuel,revenus_totaux,couts_totaux,profit_net,segment_calcule
CLI_0530,199.74,44,1.81,1034.6699999999998,274.07,1036.4799999999998,278.50866666666667,757.9713333333332,VIP
CLI_0531,235.36,27,1.0,92.9,28.89,93.9,37.29571428571428,56.60428571428572,Standard
CLI_0532,357.12,4,4.02,1064.53,304.88,1068.55,376.304,692.246,VIP
CLI_0533,115.35,36,2.19,650.92,147.69,653.11,150.80756756756756,502.30243243243245,VIP
CLI_0534,81.72,64,1.92,447.96000000000004,99.92,449.88000000000005,101.17723076923077,348.70276923076926,Standard
CLI_0535,168.54,40,0.6,1685.76,609.31,1686.36,613.420731707317,1072.9392682926828,VIP
CLI_0536,180.1,48,5.8,4120.6,515.16,4126.400000000001,518.8355102040816,3607.564489795919,VIP
CLI_0537,168.86,37,4.89,1642.54,341.39,1647.43,345.8336842105263,1301.5963157894737,VIP
CLI_0538,97.14,57,1.8,1466.44,277.02,1468.24,278.6948275862069,1189.5451724137931,VIP
CLI_0539,250.69,33,0.5,4080.2000000000003,655.19,4080.7000000000003,662.5632352941177,3418.1367647058823,VIP
CLI_0540,342.23,2,3.1,2766.09,483.42999999999995,2769.19,597.5066666666667,2171.6833333333334,VIP
CLI_0541,159.02,62,1.26,4547.24,713.1899999999999,4548.5,715.7141269841269,3832.785873015873,VIP
CLI_0542,341.53,6,4.0,1270.52,235.06,1274.52,283.85,990.67,VIP
CLI_0543,181.51,52,1.54,3494.59,512.02,3496.13,515.444716981132,2980.685283018868,VIP
CLI_0544,153.63,53,0.0,1118.9,306.76,1118.9,309.605,809.2950000000001,VIP
CLI_0545,90.63,51,5.6,2442.69,704.23,2448.29,705.9728846153846,1742.3171153846154,VIP
CLI_0546,197.53,28,1.68,898.06,174.32,899.7399999999999,181.1313793103448,718.608620689655,VIP
CLI_0547,89.32,69,0.0,157.7,50.95,157.7,52.226,105.47399999999999,Standard
CLI_0548,128.91,71,2.5,977.75,128.29,980.25,130.08041666666665,850.1695833333333,VIP
CLI_0549,128.85,63,2.29,3490.74,760.34,3493.0299999999997,762.35328125,2730.67671875,VIP
CLI_0550,87.92,68,0.0,1613.7800000000002,290.12,1613.7800000000002,291.3942028985507,1322.3857971014495,VIP
CLI_0551,121.86,38,1.63,1066.78,119.84,1068.41,122.96461538461539,945.4453846153847,VIP
CLI_0552,93.32,46,2.78,1526.22,343.77,1529.0,345.7555319148936,1183.2444680851063,VIP
CLI_0553,261.65,18,1.5,756.8199999999999,265.55,758.3199999999999,279.32105263157894,478.998947368421,Standard
CLI_0554,193.72,70,2.0700000000000003,1153.06,356.41999999999996,1155.1299999999999,359.1484507042253,795.9815492957746,VIP
CLI_0555,168.08,7,0.0,745.7,156.63,745.7,177.64,568.0600000000001,VIP
CLI_0556,291.02,35,2.65,1102.81,277.26,1105.46,285.3438888888889,820.1161111111112,VIP
CLI_0557,204.52,33,2.0,693.01,122.29,695.01,128.30529411764707,566.704705882353,VIP
CLI_0558,224.89,9,0.0,363.74,95.44,363.74,117.929,245.811,Standard
CLI_0559,89.22,41,1.0,1917.78,408.73,1918.78,410.8542857142857,1507.9257142857143,VIP
CLI_0560,200.12,19,0.77,433.59000000000003,128.65,434.36,138.656,295.704,Standard
CLI_0561,258.9,34,0.3,1008.73,208.04000000000002,1009.03,215.43714285714287,793.5928571428572,VIP
CLI_0562,241.42,13,3.3,2747.9399999999996,557.76,2751.24,575.0042857142857,2176.235714285714,VIP
CLI_0563,86.03,65,0.6,152.41,55.57,153.01,56.87348484848485,96.13651515151514,Standard
CLI_0564,88.75,66,2.5,742.89,150.76000000000002,745.39,152.08462686567165,593.3053731343283,VIP
CLI_0565,128.34,53,1.0,199.38,72.03,200.38,74.40666666666667,125.97333333333333,Standard
CLI_0566,159.06,15,4.08,373.53,147.35,377.60999999999996,157.29125,220.31874999999997,Standard
CLI_0567,146.48,18,3.3,2427.79,713.28,2431.09,720.9894736842105,1710.1005263157897,VIP
CLI_0568,220.25,8,4.55,3516.0299999999997,759.0200000000001,3520.58,783.4922222222223,2737.087777777778,VIP
CLI_0569,350.87,11,1.71,488.75,128.06,490.46,157.29916666666668,333.1608333333333,Standard
CLI_0570,191.51,47,1.42,883.44,213.82,884.86,217.80979166666665,667.0502083333333,VIP
CLI_0571,181.02,28,4.0,1189.96,243.12,1193.96,249.36206896551724,944.5979310344828,VIP
CLI_0572,188.73,55,2.6,557.03,125.3,559.63,128.67017857142858,430.95982142857144,Standard
CLI_0573,164.3,32,3.09,1896.44,387.06,1899.53,392.0387878787879,1507.4912121212121,VIP
CLI_0574,195.29,31,2.8,1259.92,173.1,1262.72,179.2028125,1083.5171875,VIP
CLI_0575,145.21,27,6.33,1373.69,210.32999999999998,1380.02,215.51607142857142,1164.5039285714286,VIP
CLI_0576,228.1,20,0.3,540.97,184.16,541.27,195.02190476190475,346.24809523809523,Standard
CLI_0577,197.48,57,2.1,727.57,162.76999999999998,729.6700000000001,166.17482758620687,563.4951724137932,VIP
CLI_0578,220.7,24,3.5,472.3,181.03,475.8,189.858,285.942,Standard
CLI_0579,239.45,4,0.0,2712.03,790.96,2712.03,838.85,1873.1800000000003,VIP
CLI_0580,157.74,60,3.0,4956.599999999999,688.1600000000001,4959.599999999999,690.7459016393443,4268.854098360655,VIP
CLI_0581,124.58,31,1.0,3670.34,614.94,3671.34,618.8331250000001,3052.506875,VIP
CLI_0582,186.64,42,1.53,1976.27,293.56,1977.8,297.90046511627907,1679.899534883721,VIP
CLI_0583,275.77,11,0.6,1648.88,358.01,1649.48,380.99083333333334,1268.4891666666667,VIP
CLI_0584,133.92,58,6.57,550.9100000000001,162.47,557.4800000000001,164.73983050847457,392.74016949152553,Standard
CLI_0585,150.3,38,1.0,188.98000000000002,66.02,189.98000000000002,69.87384615384615,120.10615384615387,Standard
CLI_0586,224.96,13,3.61,2686.1700000000005,483.58000000000004,2689.7800000000007,499.6485714285715,2190.1314285714293,VIP
CLI_0587,88.61,41,7.36,485.57,134.05,492.93,136.15976190476192,356.7702380952381,Standard
CLI_0588,161.91,55,5.33,5577.16,876.7099999999999,5582.49,879.6012499999999,4702.88875,VIP
CLI_0589,109.03,61,1.8,1417.1999999999998,379.94,1418.9999999999998,381.69854838709676,1037.301451612903,VIP
CLI_0590,165.67,68,3.6,2885.5799999999995,688.5999999999999,2889.1799999999994,691.0010144927535,2198.1789855072457,VIP
CLI_0591,264.51,35,3.17,3235.25,625.0899999999999,3238.42,632.4374999999999,2605.9825,VIP
CLI_0592,260.79,22,2.11,1428.49,213.86,1430.6,225.19869565217394,1205.401304347826,VIP
CLI_0593,210.5,17,3.29,637.59,155.01999999999998,640.88,166.71444444444444,474.16555555555556,Standard
CLI_0594,142.42,41,0.3,5369.1,806.2299999999999,5369.400000000001,809.6209523809523,4559.7790476190485,VIP
CLI_0595,97.15,53,1.5,1156.91,179.46,1158.41,181.25907407407408,977.150925925926,VIP
CLI_0596,255.07,30,5.3100000000000005,1085.02,284.88,1090.33,293.10806451612905,797.2219354838709,VIP
CLI_0597,154.28,32,3.0,743.42,201.07999999999998,746.42,205.7551515151515,540.6648484848484,VIP
CLI_0598,139.6,49,2.5,4264.05,776.38,4266.55,779.172,3487.378,VIP
CLI_0599,114.11,53,2.1,4058.2099999999996,551.9399999999999,4060.3099999999995,554.0531481481481,3506.2568518518515,VIP
CLI_0600,183.46,7,1.8,2343.06,422.3,2344.86,445.2325,1899.6275,VIP
CLI_0601,307.39,4,3.96,445.86,148.47,449.82,209.94799999999998,239.872,Standard
CLI_0602,163.58,11,0.6,303.17,70.6,303.77000000000004,84.23166666666665,219.53833333333338,Standard
CLI_0603,337.16,6,0.6,512.9,89.9,513.5,138.0657142857143,375.4342857142857,Standard
CLI_0604,163.52,32,0.0,974.63,202.74,974.63,207.69515151515154,766.9348484848484,VIP
CLI_0605,150.03,7,4.57,999.94,224.55,1004.5100000000001,243.30375,761.2062500000001,VIP
CLI_0606,141.34,71,1.1,1784.3700000000001,368.53999999999996,1785.47,370.50305555555553,1414.9669444444444,VIP
CLI_0607,85.62,62,0.0,5481.17,836.63,5481.17,837.9890476190476,4643.1809523809525,VIP
CLI_0608,155.23,21,2.15,1020.13,262.39,1022.28,269.4459090909091,752.834090909091,VIP
CLI_0609,326.74,6,3.6,697.8399999999999,178.7,701.4399999999999,225.37714285714284,476.06285714285707,Standard
CLI_0610,112.54,12,6.3,2590.14,729.49,2596.44,738.146923076923,1858.293076923077,VIP
CLI_0611,180.72,42,2.8,520.45,145.18,523.25,149.38279069767444,373.8672093023256,Standard
CLI_0612,80.46,45,0.6,1956.08,434.16999999999996,1956.6799999999998,435.9191304347826,1520.7608695652173,VIP
CLI_0613,149.36,26,4.9,2304.2400000000002,379.81,2309.1400000000003,385.34185185185186,1923.7981481481484,VIP
CLI_0614,168.91,68,3.46,675.38,167.56,678.84,170.00797101449277,508.83202898550724,VIP
CLI_0615,117.95,68,2.25,503.36,156.73,505.61,158.43942028985506,347.1705797101449,Standard
CLI_0616,92.23,36,2.52,417.48,144.03,420.0,146.5227027027027,273.4772972972973,Standard
CLI_0617,240.06,7,3.44,2114.67,389.26,2118.11,419.2675,1698.8425000000002,VIP
CLI_0618,217.6,10,2.46,4399.110000000001,480.39,4401.570000000001,500.17181818181814,3901.3981818181824,VIP
CLI_0619,181.13,36,3.8,960.0799999999999,202.94,963.8799999999999,207.8354054054054,756.0445945945945,VIP
CLI_0620,117.6,73,1.8,54.49,23.52,56.29,25.109189189189188,31.18081081081081,Standard
CLI_0621,174.67,60,0.72,894.22,269.21,894.94,272.0734426229508,622.8665573770493,VIP
CLI_0622,278.37,16,1.21,968.7,109.44999999999999,969.9100000000001,125.82470588235293,844.0852941176472,VIP
CLI_0623,132.06,56,6.0,3814.9400000000005,561.51,3820.9400000000005,563.8268421052632,3257.1131578947375,VIP
CLI_0624,189.19,38,1.71,226.33,56.230000000000004,228.04000000000002,61.08102564102565,166.9589743589744,Standard
CLI_0625,175.46,25,3.3,82.18,26.87,85.48,33.61846153846154,51.861538461538466,Standard
CLI_0626,292.82,19,4.34,199.22,64.69,203.56,79.331,124.229,Standard
CLI_0627,117.86,25,0.94,1462.3899999999999,270.57,1463.33,275.1030769230769,1188.226923076923,VIP
CLI_0628,162.44,68,1.7200000000000002,1200.08,239.77999999999997,1201.8,242.1342028985507,959.6657971014492,VIP
CLI_0629,198.76,20,3.0,3375.3399999999997,683.75,3378.3399999999997,693.2147619047619,2685.125238095238,VIP
CLI_0630,126.52,68,1.8,454.9,104.83999999999999,456.7,106.67362318840578,350.0263768115942,Standard
CLI_0631,155.93,48,1.0,1203.29,259.43,1204.29,262.6122448979592,941.6777551020407,VIP
CLI_0632,240.77,25,5.09,3902.7100000000005,558.86,3907.8000000000006,568.1203846153846,3339.679615384616,VIP
CLI_0633,100.87,35,0.0,1817.42,420.78,1817.42,423.5819444444444,1393.8380555555557,VIP
CLI_0634,100.03,64,1.3,1746.22,379.07,1747.52,380.6089230769231,1366.911076923077,VIP
CLI_0635,242.61,22,1.18,624.74,167.66,625.92,178.2082608695652,447.71173913043475,Standard
CLI_0636,316.6,6,1.0,97.75999999999999,31.01,98.75999999999999,76.23857142857143,22.521428571428558,Standard
CLI_0637,293.21,13,4.45,1123.63,294.06,1128.0800000000002,315.00357142857143,813.0764285714288,VIP
CLI_0638,171.32,36,3.0,4435.700000000001,498.74,4438.700000000001,503.3702702702703,3935.3297297297304,VIP
CLI_0639,194.09,58,0.3,370.63,91.91,370.93,95.19966101694915,275.73033898305084,Standard
CLI_0640,164.3,57,1.8,227.39999999999998,68.97999999999999,229.2,71.81275862068965,157.38724137931035,Standard
CLI_0641,115.77,61,3.21,1207.79,283.9,1211.0,285.7672580645161,925.2327419354839,VIP
CLI_0642,121.07,21,1.28,276.40999999999997,75.44,277.68999999999994,80.94318181818181,196.74681818181813,Standard
CLI_0643,256.36,24,1.0,238.74,51.019999999999996,239.74,61.2744,178.4656,Standard
CLI_0644,228.83,28,0.6,686.41,121.81,687.01,129.70068965517243,557.3093103448275,VIP
CLI_0645,109.64,25,1.8,1008.6300000000001,193.55,1010.4300000000001,197.7669230769231,812.6630769230769,VIP
CLI_0646,123.21,55,0.29,520.59,290.09,520.88,292.29017857142856,228.58982142857144,Standard
CLI_0647,194.82,47,1.71,2423.2400000000002,522.41,2424.9500000000003,526.46875,1898.4812500000003,VIP
CLI_0648,275.1,5,4.24,1009.73,246.24,1013.97,292.09000000000003,721.88,VIP
CLI_0649,186.55,20,1.5,435.91999999999996,139.62,437.41999999999996,148.50333333333333,288.91666666666663,Standard
CLI_0650,264.42,6,0.69,1092.42,260.14,1093.1100000000001,297.9142857142857,795.1957142857144,VIP
CLI_0651,105.07,69,4.79,1614.62,344.67,1619.4099999999999,346.171,1273.2389999999998,VIP
CLI_0652,124.24,68,1.5,224.6,47.72,226.1,49.52057971014493,176.57942028985508,Standard
CLI_0653,124.38,69,1.26,400.96000000000004,149.14999999999998,402.22,150.92685714285713,251.2931428571429,Standard
CLI_0654,86.28,56,0.0,469.67,87.45,469.67,88.96368421052632,380.7063157894737,Standard
CLI_0655,253.51,29,3.1,822.02,80.96000000000001,825.12,89.41033333333334,735.7096666666666,VIP
CLI_0656,254.13,10,0.0,4065.48,458.12,4065.48,481.2227272727273,3584.2572727272727,VIP
CLI_0657,355.54,4,1.8,777.75,183.98000000000002,779.55,255.08800000000002,524.462,VIP
CLI_0658,270.07,12,1.5499999999999998,147.27,31.58,148.82000000000002,52.354615384615386,96.46538461538464,Standard
CLI_0659,105.44,54,0.0,430.84000000000003,159.55,430.84000000000003,161.46709090909093,269.3729090909091,Standard
CLI_0660,314.34,4,3.7199999999999998,3277.76,634.01,3281.48,696.8779999999999,2584.602,VIP
CLI_0661,136.67,55,6.58,41.97,23.08,48.55,25.520535714285714,23.029464285714283,Standard
CLI_0662,276.03,30,1.1,1598.97,219.63,1600.07,228.5341935483871,1371.5358064516129,VIP
CLI_0663,143.15,31,0.0,1344.5900000000001,243.67,1344.5900000000001,248.14343749999998,1096.4465625000003,VIP
CLI_0664,161.34,52,2.8,658.6600000000001,170.56,661.46,173.60415094339623,487.8558490566038,Standard
CLI_0665,221.55,21,1.3900000000000001,699.3100000000001,144.05,700.7,154.12045454545455,546.5795454545455,VIP
CLI_0666,159.06,34,3.6100000000000003,1230.71,262.03,1234.32,266.5745714285714,967.7454285714285,VIP
CLI_0667,127.32,29,3.66,1808.37,338.6,1812.03,342.84400000000005,1469.186,VIP
CLI_0668,312.91,5,0.3,212.48,61.64,212.78,113.79166666666667,98.98833333333333,Standard
CLI_0669,334.65,5,0.3,1785.11,503.22,1785.4099999999999,558.995,1226.415,VIP
CLI_0670,228.91,2,3.61,476.58000000000004,122.06,480.19000000000005,198.36333333333334,281.8266666666667,Standard
CLI_0671,311.21,8,2.0,5105.23,617.01,5107.23,651.5888888888888,4455.641111111111,VIP
CLI_0672,179.03,34,1.3,1656.67,283.3,1657.97,288.4151428571429,1369.5548571428571,VIP
CLI_0673,328.3,10,3.1,991.73,235.47,994.83,265.31545454545454,729.5145454545454,VIP
CLI_0674,103.91,72,2.17,509.31,184.48,511.48,185.90342465753423,325.5765753424658,Standard
CLI_0675,278.04,24,1.42,891.98,190.42000000000002,893.4,201.54160000000002,691.8584,VIP
CLI_0676,157.48,29,0.98,563.72,180.85000000000002,564.7,186.09933333333336,378.6006666666667,Standard
CLI_0677,124.13,60,1.0,3092.5299999999997,623.95,3093.5299999999997,625.9849180327869,2467.545081967213,VIP
CLI_0678,111.62,18,1.5,371.44,122.43,372.94,128.30473684210526,244.63526315789474,Standard
CLI_0679,122.3,33,3.64,1221.03,388.27,1224.67,391.8670588235294,832.8029411764707,VIP
CLI_0680,141.9,71,2.02,1230.5,301.84,1232.52,303.81083333333333,928.7091666666666,VIP
CLI_0681,216.9,10,0.3,4817.95,753.9300000000001,4818.25,773.6481818181819,4044.601818181818,VIP
CLI_0682,180.26,38,0.72,810.38,167.45,811.1,172.07205128205126,639.0279487179488,VIP
CLI_0683,81.76,43,3.19,508.33000000000004,138.99,511.52000000000004,140.8481818181818,370.67181818181825,Standard
CLI_0684,125.49,68,0.0,226.05,62.15,226.05,63.96869565217391,162.0813043478261,Standard
CLI_0685,234.34,9,1.96,2111.23,313.3,2113.19,336.73400000000004,1776.4560000000001,VIP
CLI_0686,82.32,51,3.8,185.07,59.209999999999994,188.87,60.79307692307692,128.0769230769231,Standard
CLI_0687,181.09,3,0.81,227.58999999999997,55.62,228.39999999999998,100.8925,127.50749999999998,Standard
CLI_0688,182.73,23,1.9,597.54,152.39999999999998,599.4399999999999,160.01375,439.42625,Standard
CLI_0689,139.14,54,3.0,190.12,63.65,193.12,66.17981818181818,126.94018181818183,Standard
CLI_0690,128.51,41,2.4699999999999998,170.26,60.03,172.73,63.08976190476191,109.64023809523809,Standard
CLI_0691,143.71,70,3.0,3477.83,817.2199999999999,3480.83,819.2440845070422,2661.5859154929576,VIP
CLI_0692,151.42,60,1.8,5162.530000000001,626.59,5164.330000000001,629.0722950819672,4535.257704918034,VIP
CLI_0693,81.19,48,4.95,811.71,245.81,816.6600000000001,247.46693877551022,569.1930612244898,VIP
CLI_0694,135.69,72,1.0,186.97,48.54,187.97,50.39876712328767,137.57123287671232,Standard
CLI_0695,292.7,14,3.1399999999999997,647.76,147.66,650.9,167.17333333333332,483.7266666666667,Standard
CLI_0696,203.81,32,0.85,1144.83,255.89999999999998,1145.6799999999998,262.0760606060606,883.6039393939393,VIP
CLI_0697,235.51,17,2.6,3043.43,704.3399999999999,3046.0299999999997,717.4238888888888,2328.606111111111,VIP
CLI_0698,117.42,54,0.81,1087.6,266.35,1088.4099999999999,268.4849090909091,819.9250909090907,VIP
CLI_0699,254.8,18,1.5,1895.84,554.19,1897.34,567.6005263157896,1329.7394736842102,VIP
CLI_0700,172.75,47,2.53,5485.99,945.63,5488.5199999999995,949.2289583333334,4539.291041666666,VIP
CLI_0701,204.26,19,1.43,4037.8500000000004,715.55,4039.28,725.7629999999999,3313.5170000000003,VIP
CLI_0702,394.0,6,5.9,196.14000000000001,71.21000000000001,202.04000000000002,127.49571428571429,74.54428571428573,Standard
CLI_0703,181.39,10,1.82,917.4499999999999,207.67000000000002,919.27,224.16000000000003,695.1099999999999,VIP
CLI_0704,82.03,66,3.5100000000000002,1095.33,337.52,1098.84,338.7443283582089,760.095671641791,VIP
CLI_0705,172.42,56,0.3,1092.92,366.20000000000005,1093.22,369.2249122807018,723.9950877192982,VIP
CLI_0706,351.79,4,0.08,540.87,136.18,540.95,206.538,334.41200000000003,Standard
CLI_0707,94.42,46,2.38,1681.52,296.11,1683.9,298.1189361702128,1385.7810638297874,VIP
CLI_0708,153.12,30,3.24,422.68,148.82,425.92,153.75935483870967,272.16064516129035,Standard
CLI_0709,154.39,9,2.11,625.6,209.20999999999998,627.71,224.64899999999997,403.06100000000004,Standard
CLI_0710,223.33,3,2.57,529.48,154.23,532.0500000000001,210.0625,321.98750000000007,Standard
CLI_0711,254.63,23,3.0,85.91,30.8,88.91,41.40958333333333,47.500416666666666,Standard
CLI_0712,203.59,32,5.68,1195.73,244.14,1201.41,250.3093939393939,951.1006060606062,VIP
CLI_0713,121.77,51,1.0,1056.5900000000001,171.69,1057.5900000000001,174.03173076923076,883.5582692307694,VIP
CLI_0714,174.35,12,2.8,516.77,142.93,519.5699999999999,156.34153846153848,363.2284615384615,Standard
CLI_0715,150.34,2,1.3,912.15,237.56,913.4499999999999,287.67333333333335,625.7766666666666,VIP
CLI_0716,159.96,28,0.98,478.21,191.05,479.19,196.56586206896552,282.6241379310345,Standard
CLI_0717,229.29,26,4.81,4762.91,579.68,4767.72,588.1722222222222,4179.547777777778,VIP
CLI_0718,196.9,38,4.96,813.89,139.76,818.85,144.80871794871794,674.0412820512821,VIP
CLI_0719,361.77,8,0.5,471.96000000000004,141.09,472.46000000000004,181.28666666666666,291.1733333333334,Standard
CLI_0720,82.83,48,0.0,319.84000000000003,86.25,319.84000000000003,87.9404081632653,231.89959183673471,Standard
CLI_0721,187.83,41,0.6,944.05,208.71999999999997,944.65,213.19214285714284,731.4578571428572,VIP
CLI_0722,173.98,36,4.49,2901.98,529.55,2906.47,534.2521621621621,2372.2178378378376,VIP
CLI_0723,256.08,34,1.0,479.41,142.7,480.41,150.0165714285714,330.3934285714286,Standard
CLI_0724,134.96,44,1.85,4339.87,532.4100000000001,4341.72,535.4091111111112,3806.310888888889,VIP
CLI_0725,179.6,34,3.94,653.5799999999999,147.34,657.52,152.4714285714286,505.0485714285714,VIP
CLI_0726,160.58,35,3.41,929.19,261.86,932.6,266.3205555555556,666.2794444444444,VIP
CLI_0727,87.88,46,2.54,5300.5199999999995,798.38,5303.0599999999995,800.2497872340425,4502.810212765957,VIP
CLI_0728,207.06,8,0.98,91.78999999999999,26.66,92.77,49.66666666666667,43.103333333333325,Standard
CLI_0729,149.32,31,5.5,584.9200000000001,195.73,590.4200000000001,200.39624999999998,390.02375000000006,Standard
CLI_0730,271.02,9,4.5,1273.1,268.32000000000005,1277.6,295.422,982.1779999999999,VIP
CLI_0731,249.49,27,1.8,85.56,31.06,87.36,39.97035714285714,47.38964285714286,Standard
CLI_0732,136.86,37,2.9699999999999998,532.46,179.78,535.4300000000001,183.3815789473684,352.0484210526316,Standard
CLI_0733,111.57,35,0.3,738.1800000000001,116.68,738.48,119.77916666666667,618.7008333333333,VIP
CLI_0734,194.93,58,1.5,169.71,32.83,171.21,36.13389830508474,135.07610169491528,Standard
CLI_0735,288.54,23,0.81,4600.88,661.42,4601.6900000000005,673.4425,3928.2475000000004,VIP
CLI_0736,257.04,21,4.47,4196.05,656.46,4200.52,668.1436363636363,3532.376363636364,VIP
CLI_0737,298.27,27,5.49,926.93,223.21,932.42,233.8625,698.5574999999999,VIP
CLI_0738,145.34,55,4.01,782.12,156.35000000000002,786.13,158.94535714285718,627.1846428571428,VIP
CLI_0739,292.55,35,3.89,401.79999999999995,119.12,405.68999999999994,127.2463888888889,278.44361111111107,Standard
CLI_0740,89.07,69,0.78,1107.2,191.03,1107.98,192.30242857142858,915.6775714285715,VIP
CLI_0741,173.14,35,2.42,1316.69,317.16999999999996,1319.1100000000001,321.9794444444444,997.1305555555557,VIP
CLI_0742,107.05,64,0.3,1143.03,227.23999999999998,1143.33,228.88692307692307,914.4430769230769,VIP
CLI_0743,139.17,27,4.0,194.26999999999998,55.89,198.26999999999998,60.86035714285714,137.40964285714284,Standard
CLI_0744,128.16,14,2.5,470.33000000000004,132.72,472.83000000000004,141.264,331.56600000000003,Standard
CLI_0745,154.69,40,1.6,485.17,152.60999999999999,486.77000000000004,156.38292682926829,330.38707317073175,Standard
CLI_0746,345.33,9,0.0,1059.5300000000002,245.41,1059.5300000000002,279.943,779.5870000000002,VIP
CLI_0747,149.4,45,2.8,2198.36,453.49,2201.1600000000003,456.73782608695655,1744.4221739130437,VIP
CLI_0748,97.64,47,3.8,3631.5399999999995,772.8900000000001,3635.3399999999997,774.9241666666668,2860.415833333333,VIP
CLI_0749,177.33,38,3.3,1005.9200000000001,231.20999999999998,1009.22,235.75692307692304,773.463076923077,VIP
CLI_0750,156.31,37,0.5,614.05,174.32999999999998,614.55,178.44342105263155,436.1065789473684,Standard
CLI_0751,126.58,56,2.9699999999999998,200.72,54.129999999999995,203.69,56.35070175438596,147.33929824561403,Standard
CLI_0752,160.9,60,3.02,154.91,33.260000000000005,157.93,35.897704918032794,122.03229508196722,Standard
CLI_0753,111.19,42,3.84,1996.16,506.14,2000.0,508.72581395348834,1491.2741860465117,VIP
CLI_0754,121.42,41,1.3,785.3299999999999,144.37,786.6299999999999,147.26095238095238,639.3690476190475,VIP
CLI_0755,190.1,68,4.5,936.08,220.35999999999999,940.58,223.11507246376812,717.4649275362319,VIP
CLI_0756,222.63,2,4.22,4115.7699999999995,724.0200000000001,4119.99,798.2300000000001,3321.7599999999998,VIP
CLI_0757,136.4,44,2.3,929.16,271.01,931.4599999999999,274.0411111111111,657.4188888888889,VIP
CLI_0758,186.82,43,0.5,844.15,282.96000000000004,844.65,287.20590909090913,557.4440909090908,VIP
CLI_0759,164.93,67,4.87,740.85,204.09,745.72,206.5154411764706,539.2045588235294,VIP
CLI_0760,87.46,61,2.71,229.07000000000002,58.11,231.78000000000003,59.520645161290325,172.2593548387097,Standard
CLI_0761,129.46,18,2.2,760.49,173.73000000000002,762.69,180.54368421052632,582.1463157894738,VIP
CLI_0762,101.57,29,0.0,251.45,62.58,251.45,65.96566666666666,185.48433333333332,Standard
CLI_0763,307.73,10,1.3,3596.2,590.71,3597.5,618.6854545454546,2978.8145454545456,VIP
CLI_0764,133.72,61,1.22,448.64,140.98000000000002,449.86,143.1367741935484,306.72322580645164,Standard
CLI_0765,96.11,56,2.1,4029.44,485.41,4031.54,487.0961403508772,3544.4438596491227,VIP
CLI_0766,194.95,74,2.05,679.9300000000001,242.51999999999998,681.98,245.11933333333332,436.8606666666667,Standard
CLI_0767,143.56,53,8.3,1079.57,260.76,1087.87,263.4185185185185,824.4514814814813,VIP
CLI_0768,148.38,19,1.55,733.75,199.9,735.3,207.31900000000002,527.981,VIP
CLI_0769,275.15,10,2.5,212.10000000000002,53.26,214.60000000000002,78.27363636363636,136.32636363636368,Standard
CLI_0770,319.91,9,2.0,1422.79,324.56,1424.79,356.551,1068.239,VIP
CLI_0771,89.15,47,1.0,131.94,27.51,132.94,29.367291666666667,103.57270833333334,Standard
CLI_0772,154.94,35,4.640000000000001,346.98,86.93,351.62,91.2338888888889,260.3861111111111,Standard
CLI_0773,261.39,31,3.3,3823.75,647.33,3827.05,655.4984375,3171.5515625000003,VIP
CLI_0774,135.16,36,3.54,646.76,197.82,650.3,201.47297297297297,448.827027027027,Standard
CLI_0775,145.59,66,2.1,736.4300000000001,150.14,738.5300000000001,152.31298507462685,586.2170149253732,VIP
CLI_0776,131.94,62,5.5,341.05,89.34,346.55,91.43428571428572,255.1157142857143,Standard
CLI_0777,85.27,43,2.5,833.41,161.01999999999998,835.91,162.95795454545453,672.9520454545454,VIP
CLI_0778,191.44,1,1.55,1276.05,236.35,1277.6,332.07,945.53,VIP
CLI_0779,133.46,69,1.27,253.54999999999998,54.25,254.82,56.156571428571425,198.66342857142857,Standard
CLI_0780,105.1,51,4.47,1344.1599999999999,238.39999999999998,1348.6299999999999,240.42115384615383,1108.208846153846,VIP
CLI_0781,110.0,17,1.84,6304.91,867.16,6306.75,873.271111111111,5433.478888888889,VIP
CLI_0782,181.24,51,1.03,302.42,64.95,303.45,68.43538461538462,235.01461538461535,Standard
CLI_0783,197.74,70,2.64,595.61,142.59,598.25,145.3750704225352,452.8749295774648,Standard
CLI_0784,258.63,20,5.79,1469.48,365.61,1475.27,377.9257142857143,1097.3442857142857,VIP
CLI_0785,363.45,7,2.27,475.64,132.72,477.90999999999997,178.15125,299.75874999999996,Standard
CLI_0786,109.04,49,0.05,1218.9,451.67,1218.95,453.8508,765.0992000000001,VIP
CLI_0787,292.13,35,1.0,645.75,224.8,646.75,232.91472222222222,413.8352777777778,Standard
CLI_0788,103.63,69,0.0,1522.63,337.62,1522.63,339.10042857142855,1183.5295714285717,VIP
CLI_0789,194.17,73,5.04,2113.7599999999998,603.63,2118.7999999999997,606.2539189189189,1512.546081081081,VIP
CLI_0790,298.96,34,2.5700000000000003,5782.2,648.34,5784.7699999999995,656.8817142857143,5127.888285714285,VIP
CLI_0791,165.41,60,3.88,1152.98,273.49,1156.8600000000001,276.2016393442623,880.6583606557379,VIP
CLI_0792,296.23,29,2.04,3502.24,430.2,3504.2799999999997,440.0743333333333,3064.2056666666663,VIP
